INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	STRING	INT
201447	Thông thß¶ng tiªt L§p Thu là tháng m¤y?	Tháng 7	Tháng 8	Tháng 9	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201448	Thông thß¶ng tiªt Hàn Lµ là tháng m¤y?	Tháng 9	Tháng 10	Tháng 7	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201449	Thông thß¶ng tiªt Ti¬u Tuyªt là tháng m¤y?	Tháng 10	Tháng 12	Tháng 11	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201450	Thông thß¶ng tiªt Ti¬u Mãn là tháng m¤y?	Tháng 4	Tháng 6	Tháng 5	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201451	Thông thß¶ng tiªt Thu Phân là tháng m¤y?	Tháng 8	Tháng 9	Tháng 10	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201452	Thông thß¶ng tiªt ĞÕi Tuyªt là tháng m¤y?	Tháng 11	Tháng 12	Tháng giêng	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201453	Ngày xßa quy quan hê giæa tên g÷i, khái ni®m và thñc tª sñ v§t thành quan h® ì?	Quan h® giæa danh và thñc	Quan h® giæa danh và v§t	Quan h® giæa tr¶i và ngß¶i	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201454	Tác giä cüa " Hu® TØ" là ai?	Hu® Thi	Công Tôn Long	Thúc Hu®	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201455	Tß tß·ng chü yªu cüa Hu® Thi v« danh tiªng là gì?	L¸ch v§t th§p sñ	Bi®t ğ°ng d¸, li kiên bÕch	C¥u ğ°ng t°n d¸	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201456	Tß tß·ng " l¸ch v§t th§p sñ" cüa Hu® Thi xu¤t hi®n · cu¯n sách nào?	Trang tØ	 Hu® TØ	 M£c TØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201457	Trong nhæng nhà tß tß·ng sau ğây, ai là ngß¶i có tình cäm sâu s¡c v¾i Hu® Thi?	Trang tØ	Công Tôn Long	Tuân TØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201458	 Chí ğÕi vô ngoÕi, v¸ chi ğÕi nh¤t; chí ti¬u vô nµi, v¸ chi ti¬u nh¤t làm quan ği¬m cüa nhà tß tß·ng nào?	Hu® Thi	Công Tôn Long	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201459	Vô h§u, b¤t khä tích dã, kÏ ğÕi thiên lı là quan ği¬m cüa nhà tß tß·ng nào?	Hu® Thi	Công Tôn Long	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201460	Thiên dæ ğ¸a ti, s½n dæ trÕch bình là quan ği¬m cüa nhà tß tß·ng nào?	Hu® Thi	Công Tôn Long	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201461	 Nh§t phß½ng trung phß½ng ngh­, v§t phß½ng sinh phß½ng tØ là quan ği¬m cüa nhà tß tß·ng nào?	Hu® Thi	Công Tôn Long	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201462	 ĞÕi ğ°ng nhi dæ ti¬u ğ°ng d¸, thØ chi v¸ ti¬u ğ°ng d¸; vÕn v§t t¤t ğ°ng t¤t d¸, thØ chi v¸ ğÕi ğ°ng d¸ là quan ği¬m cüa nhà tß tß·ng nào?	Hu® Thi	Công Tôn Long	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201463	 Nam phß½ng vô cùng nhi hæu cùng là quan ği¬m cüa nhà tß tß·ng nào?	Hu® Thi	Công Tôn Long	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201464	 Kim nh§t thích vi®t nhi tích lai là quan ği¬m cüa nhà tß tß·ng nào?	Hu® Thi	Công Tôn Long	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201465	 Liên hoàn khä giäi dã là quan ği¬m cüa nhà tß tß·ng nào?	Hu® Thi	Công Tôn Long	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201466	 Ngã tri thiên hÕ chi trung ß½ng, yªn chi b¡c, vi®t chi nam th¸ dã là quan ği¬m cüa nhà tß tß·ng nào?	Hu® Thi	Công Tôn Long	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201467	 Phiªm ái vÕn v§t, thiên ğ¸a nh¤t th¬ dã là quan ği¬m cüa nhà tß tß·ng nào?	Hu® Thi	Công Tôn Long	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201468	 Chí ğÕi vô ngoÕi, v¸ chi ğÕi nh¤t; chí ti¬u vô nµi, v¸ chi ti¬u nh¤t là quan ği¬m có liên quan ğªn v¤n ğ« gì?	Ğ¸nh nghîa cñc ğÕi và cñc ti¬u	Ğ¸nh nghîa hai chi«u m£t phÆng	Giæa các v§t th¬ không có ğµ cao tuy®t ğ¯i, chï có ğµ cao tß½ng ğ¯i	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201469	Vô h§u, b¤t khä tích dã, kÏ ğÕi thiên lı là quan ği¬m có liên quan ğªn v¤n ğ« gì?	Ğ¸nh nghîa hai chi«u m£t phÆng	Giæa các v§t th¬ không có ğµ cao tuy®t ğ¯i, chï có ğµ cao tß½ng ğ¯i	Quá trình hình thành và m¤t ği	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201470	Thiên dæ ğ¸a ti, s½n dæ trÕch bình là quan ği¬m có liên quan ğªn v¤n ğ« gì?	Giæa các v§t th¬ không có ğµ cao tuy®t ğ¯i, chï có ğµ cao tß½ng ğ¯i	Quá trình hình thành và m¤t ği	Làm thª nào ğ¬ xác ğ¸nh ği¬m gi¯ng và khác nhau giæa các v§t th¬	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201471	 Nh§t phß½ng trung phß½ng ngh­, v§t phß½ng sinh phß½ng tØ là quan ği¬m có liên quan ğªn v¤n ğ« gì?	Quá trình hình thành và m¤t ği	Làm thª nào ğ¬ xác ğ¸nh ği¬m gi¯ng và khác nhau giæa các v§t th¬	Làm thª nào ğ¬ xác ğ¸nh phß½ng v¸	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201472	 ĞÕi ğ°ng nhi dæ ti¬u ğ°ng d¸, thØ chi v¸ ti¬u ğ°ng d¸; vÕn v§t t¤t ğ°ng t¤t d¸, thØ chi v¸ ğÕi ğ°ng d¸ là quan ği¬m cüa nhà tß tß·ng nào?	Làm thª nào ğ¬ xác ğ¸nh ği¬m gi¯ng và khác nhau giæa các v§t th¬	Làm thª nào ğ¬ xác ğ¸nh phß½ng v¸	Làm thª nào ğ¬ xác ğ¸nh th¶i gian	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201473	 Nam phß½ng vô cùng nhi hæu cùng là quan ği¬m có liên quan ğªn v¤n ğ« gì?	Làm thª nào ğ¬ xác ğ¸nh phß½ng v¸	Làm thª nào ğ¬ xác ğ¸nh th¶i gian	V¤n ğ« không gian ğa chi«u	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201474	 Kim nh§t thích vi®t nhi tích lai là quan ği¬m có liên quan ğªn v¤n ğ« gì?	Làm thª nào ğ¬ xác ğ¸nh th¶i gian	V¤n ğ« không gian ğa chi«u	B¡c cñc và Nan cñc cüa ğ¸a c¥u	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201475	 Liên hoàn khä giäi dã là quan ği¬m có liên quan ğªn v¤n ğ« gì?	V¤n ğ« không gian ğa chi«u	B¡c cñc và Nan cñc cüa ğ¸a c¥u	Ği¬m gi¯ng nhau giæa con ngß¶i và vÕn v§t	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201476	 Ngã tri thiên hÕ chi trung ß½ng, yªn chi b¡c, vi®t chi nam th¸ dã là quan ği¬m có liên quan ğªn v¤n ğ« gì?	B¡c cñc và Nan cñc cüa ğ¸a c¥u	Ği¬m gi¯ng nhau giæa con ngß¶i và vÕn v§t	Ğ¸nh nghîa cñc ğÕi và cñc ti¬u	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201477	 Phiªm ái vÕn v§t, thiên ğ¸a nh¤t th¬ dã là quan ği¬m có liên quan ğªn v¤n ğ« gì?	Ği¬m gi¯ng nhau giæa con ngß¶i và vÕn v§t	Ğ¸nh nghîa cñc ğÕi và cñc ti¬u	Ğ¸nh nghîa hai chi«u m£t phÆng	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201478	Hai nhà tß tß·ng nào tiªn hành phép bi®n lu§n "TØ phi ngß, an tri ngß lÕc"?	Hu® Thi và Trang Chu	Hu® Thi và Công Tôn Long	Trang Chu và Công Tôn Long	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201479	 Bi®t ğ°ng d¸, li kiên bÕch là quan ği¬m cüa nhà tß tß·ng nào?	Công Tôn Long	Hu® Thi	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201480	 Bi®t ğ°ng d¸, li kiên bÕch là quan ği¬m liên quan ğªn v¤n ğ« gì?	M²i khái ni®m ğ«u tñ t°n tÕi ğµc l§p	Ği¬m gi¯ng nhau giæa con ngß¶i và vÕn v§t	Giæa các v§t th¬ không có ğµ cao tuy®t ğ¯i, chï có ğµ cao tß½ng ğ¯i	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201481	 BÕch mã phi mã là quan ği¬m cüa nhà tß tß·ng nào?	Công Tôn Long	Hu® Thi	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201482	 BÕch mã phi mã liên quan ğªn quan ği¬m nào?	Sñ khác bi®t giæa ph± thông và cá bi®t	Làm thª nào ğ¬ xác ğ¸nh ği¬m gi¯ng và khác nhau giæa các v§t th¬	Giæa các v§t th¬ không có ğµ cao tuy®t ğ¯i, chï có ğµ cao tß½ng ğ¯i	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201483	Nhà triªt h÷c ğ¥u tiên cüa Trung Qu¯c ngày xßa là ai?	Chu công	Lão tØ	Trang tØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201484	Quan h® giæa Chu Công và Vû Vß½ng C½ là gì?	 huynh ğ®	 phø tØ	Phu thê	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201485	Ği«u nào trong các ği«u sau ğây thuµc "dß½ng" trong h÷c thuyªt âm dß½ng?	Ngày	Ğ¤t	M«m	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201486	Ği«u nào trong các ği«u sau ğây thuµc "dß½ng" trong h÷c thuyªt âm dß½ng?	Tháng	Nguy®t	Ğêm	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201487	Ği«u nào trong các ği«u sau ğây thuµc "dß½ng" trong h÷c thuyªt âm dß½ng?	Ngày	Ğêm	Hàn (lÕnh)	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201488	Ği«u nào trong các ği«u sau ğây thuµc "dß½ng" trong h÷c thuyªt âm dß½ng?	ThØ	Hàn (lÕnh)	M«m	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201489	Ği«u nào trong các ği«u sau ğây thuµc "dß½ng" trong h÷c thuyªt âm dß½ng?	CÑng	M«m	Yªu	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201490	Ği«u nào trong các ği«u sau ğây thuµc "dß½ng" trong h÷c thuyªt âm dß½ng?	MÕnh	Yªu	Sau	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201491	Ği«u nào trong các ği«u sau ğây thuµc "dß½ng" trong h÷c thuyªt âm dß½ng?	Trß¾c	Sau	Næ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201492	Ği«u nào trong các ği«u sau ğây thuµc "dß½ng" trong h÷c thuyªt âm dß½ng?	Nam	Næ	Ğ¤t	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201493	Ği«u nào trong các ği«u sau ğây thuµc " âm" trong h÷c thuyªt âm dß½ng?	Ğ¤t	Ngày	Trß¾c	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201494	Ği«u nào trong các ği«u sau ğây thuµc " âm" trong h÷c thuyªt âm dß½ng?	Nguy®t	Tháng	Ngày	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201495	Ği«u nào trong các ği«u sau ğây thuµc " âm" trong h÷c thuyªt âm dß½ng?	Ğêm	Ngày	Tháng	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201496	Ği«u nào trong các ği«u sau ğây thuµc " âm" trong h÷c thuyªt âm dß½ng?	Hàn (lÕnh)	ThØ	Ngày	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201497	Ği«u nào trong các ği«u sau ğây thuµc " âm" trong h÷c thuyªt âm dß½ng?	M«m	CÑng	ThØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201498	Ği«u nào trong các ği«u sau ğây thuµc " âm" trong h÷c thuyªt âm dß½ng?	Yªu	MÕnh	CÑng	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201499	Ği«u nào trong các ği«u sau ğây thuµc " âm" trong h÷c thuyªt âm dß½ng?	Sau	Trß¾c	MÕnh	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201500	Ği«u nào trong các ği«u sau ğây thuµc " âm" trong h÷c thuyªt âm dß½ng?	Næ	Nam	ThØ	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	4
201501	Dß½ng trÕch thu§t là phß½ng thu§t liên quan ğªn v¤n ğ« gì?	Con ngß¶i và hoàn cänh/ Con ngß¶i và môi trß¶ng	Ma quÖ và th¥n thánh	Tr¶i và ğ¤t	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201502	Dß½ng trÕch thu§t t§p trung vào làm hài hòa m¯i quan h® giæa 3 ği«u nào?	Tr¶i, ğ¤t, con ngß¶i	Con ngß¶i, ma quÖ, th¥n thánh	Ğµng v§t, thñc v§t, khoáng v§t	#	#	#	1	-1	-1	-1	-1	-1	TÕp ngh® bách khoa	3
201503	Núi T« Vân n¢m · dß¾i chân núi nào?	Hoàng S½n	Núi Vân C¦m	CØu Hoa S½n	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201504	Ng÷n núi nào nh¶ vào thª "nh¤t thÕch tháp thiên, dæ vân tïnh t«" cüa nó mà n±i tiªng?	Núi T« Vân	Núi Long H±	CØu Hoa S½n	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201505	Trong l¸ch sØ có tên g÷i "Hoàng s½n bÕch nhÕc giáp giang nam" là chï ng÷n núi nào?	Núi T« Vân	Núi Long H±	CØu Hoa S½n	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201506	Núi T« Vân do 9 ğïnh núi tÕo thành, ğïnh núi nào sau ğây n¢m trong 9 ğïnh núi ğó?	Nông Canh	VÕn th÷	BÕch NhÕc	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201507	Núi T« Vân n¢m · ğâu?	Ğ¡k Nông	Vû Hán	Tô Châu	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201508	Núi Thanh Thành n¢m · ğâu?	N¢m cách ğ§p Ğô Giang 20km v« phía tây nam	Phía nam thành ph¯ Th§p Yªn tïnh H° B¡c	Khoäng 100m v« phía ğông v¸nh Hàng Châu tïnh Triªt Giang	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201509	Núi Ğông NhÕc Thái lúc ğ¥u có tên là gì?	Núi ĞÕi	Nga My S½n	Ph± Ğà S½n	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201510	Núi Ğông NhÕc Thái còn g÷i là gì?	ĞÕi Tông	Nga My S½n	Núi Vân C¦m	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201511	Danh hi®u "Thiên hÕ ğ® nh¤t s½n" là chï núi nào?	Thái S½n	Núi T« Vân	Núi Long H±	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201512	ĞÑng ğ¥u Ngû NhÕc là núi nào?	Thái S½n	Núi T« Vân	Núi Vân C¦m	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201513	Núi Thái S½n n¢m · ğâu?	Phía ğông S½n Ğông	N¢m cách ğ§p Ğô Giang 20km v« phía tây nam	Phía nam thành ph¯ Th§p Yªn tïnh H° B¡c	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201514	T±ng di®n tích núi Thái S½n · S½n Ğông là bao nhiêu?	426 km2	564 km2	888 km2	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201515	Ngû NhÕc Ğông NhÕc là núi nào?	Thái S½n	Núi T« Vân	Núi Vân C¦m	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201516	Ğïnh cao nh¤t cüa núi Thái S½n · S½n Ğông là ğïnh nào?	Ğïnh Ng÷c Hoàng	Ğ½n Hà ( loÕi ğ¤t ğö )	Ğ°I núi	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201517	Ng÷n núi cao nh¤t so v¾i m£t nß¾c bi¬n cüa núi Thái S½n · S½n Ğông cao bao nhiêu?	1545 m	2546 m	3547 m	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201518	Chùa Ph± Chiªu núi Thái S½n S½n Ğông n¢m · ğâu?	Dß¾i ğïnh ĞÕi Lµc Lång Hán	Trên sß¶n d¯c cao cüa ğ¥u phía ğông Thiên Nhai ğïnh ĞÕi	Phía B¡c Nh¤t Thiên Môn	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201519	N½i Kh±ng TØ du ngoÕn · Thái S½n tïnh S½n Ğông là · ğâu?	Phía B¡c Nh¤t Thiên Môn	Dß¾i ğïnh ĞÕi Lµc Lång Hán	Trên sß¶n d¯c cao cüa ğ¥u phía ğông Thiên Nhai ğïnh ĞÕi	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201520	Ğ«n Bích Hà núi Thái S½n S½n Ğông n¢m · ğâu?	Trên sß¶n d¯c cao cüa ğ¥u phía ğông Thiên Nhai ğïnh ĞÕi	Phía B¡c Nh¤t Thiên Môn	Dß¾i ğïnh ĞÕi Lµc Lång Hán	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201521	Trong các ğïnh chính cüa núi Thái S½n, ğïnh nào sau ğây n±i tiªng nh¶ miªu Ng÷c Hoàng?	Ğïnh Ng÷c Hoàng	Ğ½n Hà ( loÕi ğ¤t ğö )	Ğ°I núi	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201522	Núi Hoa S½n n¢m · ğâu?	Ği®n Biên	Ğ¡k Nông	Vû Hán	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201523	Núi Hoa S½n n¢m · ğâu?	120 km v« phía Ğông nam huy®n Hoa Âm phía Ğông Tây An	Phía nam thành ph¯ Th§p Yªn tïnh H° B¡c	Khoäng 100m v« phía ğông v¸nh Hàng Châu tïnh Triªt Giang	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201524	Núi Hoa S½n · Thi¬m Tây còn tên là gì?	Núi Thái Hoa	ĞÕi Tông	Núi T« Vân	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201525	Tên ngày xßa cüa núi Hoa S½n · Thi¬m Tây là gì?	Tây NhÕc	Ğông NhÕc	Nam NhÕc	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201526	Ğïnh cao nh¤t cüa núi Hoa S½n là gì?	Nam Phong/ ğïnh Nam	Ğïnh Ng÷c Hoàng	Ğ°I núi	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201527	Ğïnh B¡c cüa núi Hoa S½n · Thi¬m Tây còn tên là gì?	Vân Ğài Phong/ ğïnh Vân Ğài	Ng÷c næ phong	Nh¤t Thiên Môn	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201528	Ğïnh Trung cüa núi Hoa S½n · Thi¬m Tây còn g÷i là gì?	Ng÷c næ phong	Vân Ğài Phong/ ğïnh Vân Ğài	Nh¤t Thiên Môn	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201529	Núi Hoành S½n n¢m · ğâu?	Thanh Hoá	Ği®n Biên	Ğ¡k Nông	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201530	Tên g÷i xßa cüa núi Hoành S½n là gì?	Nam NhÕc	Tây NhÕc	Ğông NhÕc	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201531	Núi ğßşc g÷i là Hoành S½n · H° Nam có bao nhiêu ğïnh?	72 ğïnh	81 ğïnh	49 ğïnh	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201532	Ğïnh cao nh¤t cüa núi Hoành S½n · H° Nam là ğïnh nào?	Ğïnh Chúc Dung/ Chúc Dung Phong	Ng÷c næ phong	Vân Ğài Phong/ ğïnh Vân Ğài	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201533	Ğïnh cao nh¤t so v¾i m£t nß¾c bi¬n cüa núi Hoành S½n · H° Nam cao bao nhiêu?	1360 m	260 m	3360 m	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201534	Ği®n TÕng Kinh · núi Hoành S½n H° Nam n¢m dß¾i ğïnh nào?	Xích Ğª Phong/ ğïnh Xích Ğª	Ng÷c næ phong	Vân Ğài Phong/ ğïnh Vân Ğài	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201535	Chùa Phß½ng Quäng · núi Hoành S½n H° Nam n¢m · dß¾i ng÷n núi nào?	Ğïnh Liên Hoa	Xích Ğª Phong/ ğïnh Xích Ğª	Ng÷c næ phong	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201536	Núi H¢ng S½n n¢m · ğâu?	Cao B¢ng	Thanh Hoá	Ği®n Biên	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201537	Tên ngày xßa cüa núi H¢ng S½n là gì?	Nguyên NhÕc	Nam NhÕc	Tây NhÕc	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201538	Núi H¢ng S½n còn g÷i là gì?	Thái H¢ng S½n	Núi Thái Hoa	Núi T« Vân	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201539	Trong ngû nhÕc thì H¢ng S½n thuµc ng÷n núi l¾n nào?	B¡c NhÕc	Nam NhÕc	Tây NhÕc	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201540	Núi H¢ng S½n n¢m · ğâu?	N¢m · 5.000m v« phía Nam huy®n H°n Nguyên tïnh S½n Tây	120 km v« phía Ğông nam huy®n Hoa Âm phía Ğông Tây An	Phía nam thành ph¯ Th§p Yªn tïnh H° B¡c	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201541	Ğïnh cao nh¤t cüa núi H¢ng S½n · S½n Tây là ğïnh nào?	Thiên Phong Lînh	Ğïnh Chúc Dung/ Chúc Dung Phong	Xích Ğª Phong/ ğïnh Xích Ğª	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201542	Ğïnh núi cao nh¤t so v¾i m£t nß¾c bi¬n cüa núi H¢ng S½n · S½n Tây cao bao nhiêu?	2190 m	1360 m	3360 m	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201543	Chùa Huy«n Không t÷a lÕc trên vách núi nào cüa núi H¢ng S½n tïnh S½n Tây?	Kim Long Kh¦u	Vân Ğài Phong/ ğïnh Vân Ğài	Nh¤t Thiên Môn	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201544	Núi Tùng S½n n¢m · ğâu?	Ğ°ng Tháp	Cao B¢ng	Thanh Hoá	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201545	Tên g÷i xßa cüa núi Tùng S½n là gì?	Trung NhÕc	Nguyên NhÕc	Nam NhÕc	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201546	Núi Tùng S½n n¢m · ğâu?	Huy®n Ğång Phong tïnh Hà Nam	N¢m · 5.000m v« phía Nam huy®n H°n Nguyên tïnh S½n Tây	120 km v« phía Ğông nam huy®n Hoa Âm phía Ğông Tây An	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201547	Ğïnh chính cüa núi Tùng S½n tïnh Hà Nam là ğïnh nào?	Ğïnh Tu¤n Cñc	Thiên Phong Lînh	Ğïnh Chúc Dung/ Chúc Dung Phong	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201548	Ğïnh chính cüa núi Tùng S½n tïnh Hà Nam cao bao nhiêu so v¾i m£t nß¾c bi¬n?	1492 m	2190 m	3360 m	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201549	Toàn bµ núi Tùng S½n · Hà Nam có bao nhiêu ğïnh?	72 ğïnh	81 ğïnh	49 ğïnh	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201550	Thß vi®n Tung Dß½ng là 1 trong 4 thß vi®n l¾n th¶i T¯ng, nó n¢m · ng÷n núi l¾n n±i tiªng nào?	Tung S½n	Thái H¢ng S½n	Núi Thái Hoa	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201551	Chùa tháp Tùng NhÕc n¢m · ng÷n núi l¾n n±i tiªng nào?	Tung S½n	Thái H¢ng S½n	Núi Thái Hoa	#	#	#	1	-1	-1	-1	-1	-1	Miên tú cØu châu	3
201552	ĞÕi T¯ng có r¤t nhi«u binh khí ğánh lén, bÕn có biªt mµc næ tß¶ng là loÕi døng cø gì không?	LoÕi thü thành	LoÕi công thành	LoÕi bÕn mã	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201553	Ngß¶i Liêu có kÛ thu§t cßŞi ngña ğiêu luy®n, ğ¬ Ñng phó v¾i kÜ binh thông thß¶ng dùng cái gì?	Chông s¡t	Nø hoa	TØ kim bát bäo h²n nguyên câu	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
